Address,Prices,Bedroom,Bathroom,Parking,Type
"11 Dorothy Street, 
PASCOE VALE VIC 3044","$480 pw / $2,086 pcm",3,1,3,House
"51 Waverley Parade, 
PASCOE VALE SOUTH VIC 3044",UNDER APPLICATION,3,1,2,House
"4/385 Reynard Street, 
PASCOE VALE SOUTH VIC 3044",$500,2,1,1,Townhouse
"40 Tom Roberts Parade, 
POINT COOK VIC 3030",$480.00,4,2,2,House
"24 Pankhurst Promenade, 
POINT COOK VIC 3030",$480,3,2,5,House
"3 Bevan Court, 
POINT COOK VIC 3030",$500.00 per week,4,2,2,House
"241 Waterhaven Boulevard, 
POINT COOK VIC 3030",$480 Per Week,2,2,1,House
"2/79 Tyler Street, 
PRESTON VIC 3072",$480.00 per week pw,3,1,1,Apartment / Unit / Flat
"304A/6 CLINCH AVENUE, 
PRESTON VIC 3072",$500,2,1,1,Apartment / Unit / Flat
"145 Murray Road, 
PRESTON VIC 3072",$480,3,1, ,House
"1/19 Horton Street, 
RESERVOIR VIC 3073",$480 per week,3,1,1,Apartment / Unit / Flat
"1/32 Delaware Street, 
RESERVOIR VIC 3073",$480 per week,2,1,1,Townhouse
"1/180-184 Broadway, 
RESERVOIR VIC 3073",$480.00,3,1,1,Apartment / Unit / Flat
"17 Hemingway Drive, 
ROCKBANK VIC 3335",$480,4,2,2,House
ROXBURGH PARK VIC 3064,$480,3,2,2,Townhouse
ROXBURGH PARK VIC 3064,$480,3,2,2,Townhouse
"1/113 Rosslyn Avenue, 
SEAFORD VIC 3198",$480.00 pw,2,1,1,Apartment / Unit / Flat
"64 South Crescent, 
SOMERS VIC 3927",$480 per week,3,2,2,House
"2/60 Kerferd Avenue, 
SORRENTO VIC 3943",$500 per week,2,1,1,Apartment / Unit / Flat
"1208/50 Albert Road, 
SOUTH MELBOURNE VIC 3205",$480 pw,1,1, ,Apartment / Unit / Flat
