Address,Prices,Bedroom,Bathroom,Parking,Type
"D47/1191 Plenty Road, 
BUNDOORA VIC 3083",$340 per week, ,1, ,Studio
"3/25 Shepparson Avenue, 
CARNEGIE VIC 3163",$340 per week,1,1,1,Apartment / Unit / Flat
"11/3 Truganini Road, 
CARNEGIE VIC 3163",$340 Per Week,1,1, ,Apartment / Unit / Flat
"9/44 Koonawarra Street, 
CLAYTON VIC 3168",$340,1,1,1,Apartment / Unit / Flat
"1 & 2/23 Koonawarra Street, 
CLAYTON VIC 3168",$340 per week,1,1,1,House
"4/44 Koonawarra Street, 
CLAYTON VIC 3168",$340,1,1, ,Apartment / Unit / Flat
"1/38 Hemmings Street, 
DANDENONG VIC 3175",$ 340 PER WEEK,2,1,1,Apartment / Unit / Flat
"1/2 Ferndale Crescent, 
DANDENONG NORTH VIC 3175",$340,2,1, ,House
"3/54 McNicholl Way, 
DELAHEY VIC 3037",$340,2,1,1,Apartment / Unit / Flat
"10/49 Station Street, 
FAIRFIELD VIC 3078",$340.00,1,1,1,Apartment / Unit / Flat
"Room 6/42 Orwil Street, 
FRANKSTON VIC 3199",$340.00,1,1, ,House
"102/1-3 Clare Street, 
GEELONG VIC 3220",$340 per week,1,1, ,Apartment / Unit / Flat
"18/848 Pascoe Vale Road, 
GLENROY VIC 3046",$340pw,2,1,1,Apartment / Unit / Flat
"3/14 Salisbury Street, 
GLENROY VIC 3046",$340 per week,1,1, ,Apartment / Unit / Flat
"1/1 Mullet Street, 
HASTINGS VIC 3915",$340 per week,2,1, ,Apartment / Unit / Flat
"7/6 Studley Road, 
IVANHOE VIC 3079",$340.00,1,1,1,Apartment / Unit / Flat
"7 Lachlan Road, 
MELTON SOUTH VIC 3338",$340 pw,3,1,2,House
"6 Monash Street, 
MELTON SOUTH VIC 3338",$340 pw,3,1, ,House
"8 Avonmore Close, 
MILL PARK VIC 3082",$340 per week,2,1,1,House
"5 Warrawee Avenue, 
NORLANE VIC 3214",$340 per week,3,1,1,House
