Address,Prices,Bedroom,Bathroom,Parking,Type
"37 Cunningham Street, 
SOUTH YARRA VIC 3141",$895 per week,3,1,1,House
"1408/241 City Road, 
SOUTHBANK VIC 3006",$900.00,3,2,1,Apartment / Unit / Flat
"3413/81 City Road, 
SOUTHBANK VIC 3006",$895.00,2,2, ,Apartment / Unit / Flat
"3106/11 Bale Circuit, 
SOUTHBANK VIC 3006",$900 per week,3,2,1,Apartment / Unit / Flat
"2106w/11 Bale Circuit Street, 
SOUTHBANK VIC 3006",$900 per week,3,2,1,Apartment / Unit / Flat
"10/149 Fitzroy Street, 
ST KILDA VIC 3182",$895 Per Week,2,1,1,Apartment / Unit / Flat
"27 Wordsworth St, 
ST KILDA VIC 3182",$900 weekly,3,1, ,House
"120 Grandview Road, 
WHEELERS HILL VIC 3150",$900.00,4,3,2,House
"120 Grandview Road, 
WHEELERS HILL VIC 3150",$900.00,4,3,2,House
"2/3 Gertrude Street, 
WINDSOR VIC 3181",$895 Per Week,3,2,1,Townhouse
"55 Powell Street, 
YARRAVILLE VIC 3013",$900 pw,4,2,2,House
"2/350 Canterbury Road, 
ST KILDA WEST VIC 3182",$950,3,2,1,Apartment / Unit / Flat
"2115/101 Therry St, 
MELBOURNE VIC 3000",New apartment No bond needed Pets welcome $905pw,2,2, ,Apartment / Unit / Flat
"7A Arvern Avenue, 
AVONDALE HEIGHTS VIC 3034",Contact Agent,4,3,1,Townhouse
"1/60 Brunel Street, 
MALVERN EAST VIC 3145",$910 per week,2,1,1,House
"23 Hilltop Drive, 
CURLEWIS VIC 3222",$950.00 per week,5,3,3,House
"577 Drummond Street, 
CARLTON NORTH VIC 3054",$915pw / $5490pcm,3,1, ,Townhouse
"910/246 Church St, 
RICHMOND VIC 3121",$915 to $945,2,2,1,Apartment / Unit / Flat
"5/19 Herbert Street, 
ST KILDA VIC 3182",$915 per week,3,1,1,Apartment / Unit / Flat
"8/52 Westbury Street, 
ST KILDA EAST VIC 3183",$915 per week,3,1,1,Apartment / Unit / Flat
