Address,Prices,Bedroom,Bathroom,Parking,Type
"32 Ovens Street, 
YARRAVILLE VIC 3013",$680.00,2,1, ,House
"10 Duke Street, 
ASPENDALE VIC 3195",$685.00,4,3,2,House
"195 Thomas Street, 
BRIGHTON EAST VIC 3187",$685 per week,3,1,1,House
"506/470 Smith Street, 
COLLINGWOOD VIC 3066",$685 per week,2,2,1,Apartment / Unit / Flat
"52 Arthur Street, 
DROMANA VIC 3936",$685 pw,4,2,2,House
FAWKNER VIC 3060,$685,2,2,2,Townhouse
"7/18 Courtney Street, 
NORTH MELBOURNE VIC 3051",$685,3,2,1,Apartment / Unit / Flat
"68A Lane Crescent, 
RESERVOIR VIC 3073",$685.00,3,2,3,Townhouse
"1407/260 City Rd, 
SOUTHBANK VIC 3006",$686,1,1, ,Apartment / Unit / Flat
"1A Laurence Ave, 
AIRPORT WEST VIC 3042",$690.00,4,3,2,Townhouse
"1/125 Bowes Avenue, 
AIRPORT WEST VIC 3042",$690 Per Week,4,2,2,Townhouse
"43 Tarongo Drive, 
ASPENDALE VIC 3195",$690 per week,4,2,4,House
"UNIT 2/69 ORANGE STREET, 
BENTLEIGH EAST VIC 3165",$690,3,2,1,House
"17 Emmett Avenue, 
BERWICK VIC 3806",$690 Per Week,4,2,2,House
"45 Nixon Drive, 
BERWICK VIC 3806",$690,4,2,2,House
"41 Evans St, 
BRUNSWICK VIC 3056",$690,2,1,2,House
"1009/28 Bouverie Street, 
CARLTON VIC 3053",$690,2,2, ,Apartment / Unit / Flat
"18 Lindley Avenue, 
CAROLINE SPRINGS VIC 3023",$690.00 Per Week,4,4,2,House
"19 Normanby Road, 
CAULFIELD NORTH VIC 3161",$690pw,2,1,1,House
"1B Lucan Street, 
CAULFIELD NORTH VIC 3161",$690.00,2,1,1,Apartment / Unit / Flat
