Address,Prices,Bedroom,Bathroom,Parking,Type
"112/318 Little Bourke Street, 
MELBOURNE VIC 3000",$570,2,1, ,Apartment / Unit / Flat
"1303/11 Rose Lane, 
MELBOURNE VIC 3000",$570 per week,1,1, ,Apartment / Unit / Flat
"32/377 Little Collins Street, 
MELBOURNE VIC 3000",$570 per week,1,1, ,Apartment / Unit / Flat
"603/250 Elizabeth Street, 
MELBOURNE VIC 3000",$570,1,1, ,Apartment / Unit / Flat
"1903/560 Lonsdale Street, 
MELBOURNE VIC 3000",$570.00,1,1, ,Apartment / Unit / Flat
"7/9-13 Anthony St, 
MELBOURNE VIC 3000",$570 per week,1,1, ,Apartment / Unit / Flat
"6002/228 La Trobe Street, 
MELBOURNE VIC 3000",$570 per week,1,1, ,Apartment / Unit / Flat
"1 Kenora Way, 
MICKLEHAM VIC 3064",$570 pw,4,2,2,House
"19 Eminence Street, 
MOUNT DUNEED VIC 3217",$570 per week,4,2,2,House
"116 Harrap Road, 
MOUNT MARTHA VIC 3934",$570 per week,3,2,2,Townhouse
"15 Curtis Avenue, 
MOUNT WAVERLEY VIC 3149",$625,3,2,3,House
"2 Sundown Court, 
NARRE WARREN VIC 3805",$570,4,2,1,House
"9 Croker Street, 
NEWPORT VIC 3015",$570.00,3,2,2,House
"202/1215-1217 Centre Road, 
OAKLEIGH SOUTH VIC 3167",$570 per week,2,2,2,Apartment / Unit / Flat
"1205/91 Galada Avenue, 
PARKVILLE VIC 3052",$570 per week,2,2,1,Apartment / Unit / Flat
"48 McLean Street, 
PASCOE VALE SOUTH VIC 3044",$570 per week,2,1,1,House
"8 Octavia Street, 
POINT COOK VIC 3030",$570,4,2,2,House
"9 Peckville St, 
PORT MELBOURNE VIC 3207",$570 weekly,2,1, ,House
"1001/15 Clifton Street, 
PRAHRAN VIC 3181",$570,2,1,1,Apartment / Unit / Flat
"201/15 Clifton Street, 
PRAHRAN VIC 3181",$570,2,1,1,Apartment / Unit / Flat
