Address,Prices,Bedroom,Bathroom,Parking,Type
"2 Cowper Avenue, 
ST ALBANS VIC 3021",$440 PER WEEK,4,1,1,House
"3/28 Pennell Avenue, 
ST ALBANS VIC 3021",$440,2,1,1,Apartment / Unit / Flat
"2/30 Kodre Street, 
ST ALBANS VIC 3021",$440 per week,2,1,1,Apartment / Unit / Flat
"2/4 Newton Court, 
ST KILDA VIC 3182",$440 pw,1,1, ,Apartment / Unit / Flat
"33 Countess Drive, 
ST LEONARDS VIC 3223",$440 Per Week,4,2,2,House
"13 Spinnaker Drive, 
ST LEONARDS VIC 3223",$440 per week,3,2,2,House
"5/167-173 Oshanassy Street, 
SUNBURY VIC 3429",$440 per week,3,1,3,Townhouse
"149 Reservoir Road, 
SUNBURY VIC 3429",$440,3,1,2,House
"1 Mccomb Street, 
SUNBURY VIC 3429",$440,3,1,2,House
"5 Marsh Cres, 
SUNBURY VIC 3429",$440 weekly,3,2,2,House
"9 TERENCE STREET, 
SUNBURY VIC 3429",$440,3,1,1,House
"1/32 Mailey Street, 
SUNSHINE WEST VIC 3020",$440,3,1, ,Apartment / Unit / Flat
"39 Fontana Close, 
SUNSHINE WEST VIC 3020",$440,2,1,1,House
"1/70 Community Hub, 
SYDENHAM VIC 3037",$440,3,2,1,Townhouse
"8 Cassinia Circuit, 
TARNEIT VIC 3029",$440 Per Week,4,2,1,House
"23 Olney Avenue, 
THOMSON VIC 3219",$440,3,1,2,House
"55 Louisville Drive, 
THORNHILL PARK VIC 3335",$440.00,4,2,2,House
"29 Esslemont Road, 
THORNHILL PARK VIC 3335",$440,4,2,1,House
"63 Lynwood Drive, 
THORNHILL PARK VIC 3335",$440.00 Per Week,3,2,2,House
"11 Elwers Street, 
WATSONIA NORTH VIC 3087",$440.00,3,1,2,House
