Address,Prices,Bedroom,Bathroom,Parking,Type
"56B Bevan Avenue, 
CLAYTON SOUTH VIC 3169",$695.00,3,2,2,Townhouse
"203/139 Noone Street, 
CLIFTON HILL VIC 3068",$700 per week,2,2,1,Apartment / Unit / Flat
"14 Inclusion Road, 
CLYDE NORTH VIC 3978",$700.00,5,2,2,House
"15 Moorside Cres, 
CLYDE NORTH VIC 3978",$700 weekly,4,2,2,House
"11 Hopetoun Crescent, 
COBURG VIC 3058",$700 per week,2,1,1,House
"22 Nicholson Street, 
COBURG VIC 3058",$700 PER WEEK,3,1,1,House
"39 Pentridge Boulevard, 
COBURG VIC 3058",$700 Per Week,3,2,2,Townhouse
"411/2 Hotham Street, 
COLLINGWOOD VIC 3066","$700 pw / $3,042 pcm",2,2,1,Apartment / Unit / Flat
"159 Keele St, 
COLLINGWOOD VIC 3066",$700,2,1, ,House
"404/68 Cambridge Street, 
COLLINGWOOD VIC 3066",$695 per week,2,1,1,Apartment / Unit / Flat
"109/50 Stanley Street, 
COLLINGWOOD VIC 3066",$700,2,2,1,Apartment / Unit / Flat
"6/92 Easey Street, 
COLLINGWOOD VIC 3066",$700.00,2,1,1,Apartment / Unit / Flat
"80 Waterfront Way, 
DOCKLANDS VIC 3008",$700 PW - Bills Included - Short term leases,1,1, ,Apartment / Unit / Flat
"2215/8 Marmion Place, 
DOCKLANDS VIC 3008",$700 Fully Furnished pw,2,1,1,Apartment / Unit / Flat
"1907/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",$700 per week,2,2,1,Apartment / Unit / Flat
"1706N/889 Collins Street, 
DOCKLANDS VIC 3008",$700 Per Week,2,1,1,Apartment / Unit / Flat
"s 1605/8 Waterview Walk, 
DOCKLANDS VIC 3008",$700/per week,2,1,1,Apartment / Unit / Flat
"2001S/889 Collins Street, 
DOCKLANDS VIC 3008",$700 per week,2,2,1,Apartment / Unit / Flat
"2603N/889 Collins Street, 
DOCKLANDS VIC 3008",$700 per week,2,2,1,Apartment / Unit / Flat
"905/81 South Wharf Drive, 
DOCKLANDS VIC 3008",$700/W Unfurnished,2,2,1,Apartment / Unit / Flat
