Address,Prices,Bedroom,Bathroom,Parking,Type
"7 Rowena Road, 
MALVERN EAST VIC 3145",$675.00,3,1,4,House
"1104/280 Spencer Street, 
MELBOURNE VIC 3000",$675 per week,2,1, ,Apartment / Unit / Flat
"3310/462 Elizabeth St, 
MELBOURNE VIC 3000",$675,2,2, ,Apartment / Unit / Flat
"1211/620 Collins Street, 
MELBOURNE VIC 3000",$675 per week,2,1,1,Apartment / Unit / Flat
"1004/336 Russell Street, 
MELBOURNE VIC 3000",$675 per week,2,2,1,Apartment / Unit / Flat
"602/31 Spring Street, 
MELBOURNE VIC 3000",$675 per week,2,1,1,Apartment / Unit / Flat
"37/131 La Trobe Street, 
MELBOURNE VIC 3000",$675,2,2, ,Apartment / Unit / Flat
"806/483 Swanston Street, 
MELBOURNE VIC 3000",$675 per week,2,1, ,Apartment / Unit / Flat
"506/543 Elizabeth Street, 
MELBOURNE VIC 3000",$675 per week,2,1, ,Apartment / Unit / Flat
"7/187-188 Beaconsfield Parade, 
MIDDLE PARK VIC 3206",$675.00,2,1,1,Apartment / Unit / Flat
MORNINGTON VIC 3931,$675,4,2, ,House
"18A Watt Avenue, 
OAK PARK VIC 3046",$675 PW / $2933 PCM,3,2,1,Townhouse
"60 Spring Street, 
PRAHRAN VIC 3181",$675.00,2,1, ,House
"68 Perth Street, 
PRAHRAN VIC 3181",$675 per week,3,1,1,House
"12/15 Showers Street, 
PRESTON VIC 3072",$675 per week,3,3,1,Townhouse
"2/694 Gilbert Road, 
RESERVOIR VIC 3073",$675 per week,3,2,2,Townhouse
"607/2 Mcgoun Street, 
RICHMOND VIC 3121",$675.00 per week,2,2,2,Apartment / Unit / Flat
"31 Bell Street, 
RICHMOND VIC 3121",$675.00,3,1, ,House
"211/9 Waterfront Place, 
SAFETY BEACH VIC 3936",$675 per week,2,2,2,Apartment / Unit / Flat
"4008/45 Clarke Street, 
SOUTHBANK VIC 3006",$675 pw,2,2,1,Apartment / Unit / Flat
