Address,Prices,Bedroom,Bathroom,Parking,Type
"CP130/442 Elizabeth St, 
MELBOURNE VIC 3000",$60 weekly,1,1,1,House
"CP4106/285 La Trobe St, 
MELBOURNE VIC 3000",$60 weekly,1,1,1,House
"CP/483 Swanston St, 
MELBOURNE VIC 3000",$60 weekly,1,1,1,House
"Carpark2402/80 A'Beckett street, 
MELBOURNE VIC 3000",$60 per week, , ,1,House
"Carpark2608/135 A'Beckett street, 
MELBOURNE VIC 3000",$60, , ,1,House
"Carspace/155 Franklin Street, 
MELBOURNE VIC 3000",$60/week, ,1,1,Studio
"CARPARK/442 Elizabeth Street, 
MELBOURNE VIC 3000",$60 per week,1,1,1,Apartment / Unit / Flat
"CPA/243-263 Franklin Street, 
MELBOURNE VIC 3000",$60 per week, , ,1,Apartment / Unit / Flat
"Carspace/106 A'Beckett Street, 
MELBOURNE VIC 3000",$60,1,1,1,House
"Carpark613/33 Blackwood Street, 
NORTH MELBOURNE VIC 3051",$60 per week, , ,1,House
"LOT 708/45 Clarke Street, 
SOUTHBANK VIC 3006",$260 per month,1,1,1,Apartment / Unit / Flat
"Carpark354/133-137 Fitzroy Street, 
ST KILDA VIC 3182",$60 per week, , ,1,House
"CP1402/218 A'Beckett St, 
MELBOURNE VIC 3000",$65 weekly,1,1,1,House
"539 St Kilda Road, 
MELBOURNE VIC 3004",$65 pw, ,1,1,Studio
"Carpark/112 A'beckett Street, 
MELBOURNE VIC 3000",$65 pw, ,1,1,Apartment / Unit / Flat
"11 Aonach St, 
CLAYTON SOUTH VIC 3169",Contact Agent,9,8,2,House
"Carpark224/23 Blackwood Street, 
NORTH MELBOURNE VIC 3051",$69 per week, , ,1,House
"Carpark402/135 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
"Carpark401/80 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
"Carpark5808/135 A'Beckett Street, 
MELBOURNE VIC 3000",$70 per week, , ,1,House
