Address,Prices,Bedroom,Bathroom,Parking,Type
"2 Montgomery St, 
MORDIALLOC VIC 3195",$900 per week,3,2,2,House
"1/431 Stephensons Rd, 
MOUNT WAVERLEY VIC 3149",$900 weekly,4,2,1,Townhouse
"2A Peel Street, 
NEWPORT VIC 3015",$900,4,2,2,Terrace
"17 Cuthbert Street, 
NIDDRIE VIC 3042",$900,4,2,2,House
"4 Herbert Street, 
NORTHCOTE VIC 3070",$900.00,3,1,4,House
"107 Bastings Street, 
NORTHCOTE VIC 3070",$900.00,3,1,3,House
"6/2a Sumner Avenue, 
NORTHCOTE VIC 3070",$900,3,3,2,Townhouse
"5/31 Lillimur Rd, 
ORMOND VIC 3204",$900 weekly,3,2,2,Townhouse
"102/216 Rouse Street, 
PORT MELBOURNE VIC 3207",$900.00 per week,3,2,2,Townhouse
"8/1 York Street, 
PRAHRAN VIC 3181",$895 Per Week,2,2,1,Townhouse
"104 Bendigo Street, 
PRAHRAN VIC 3181",$900 per week,3,2, ,House
"17A Austral Avenue, 
PRESTON VIC 3072","$895pw / $3,889pcm",3,2,2,Townhouse
"10 Spencer Place, 
RICHMOND VIC 3121",$895pw / $3889pcm,2,2,2,Townhouse
"4 Portland St, 
RICHMOND VIC 3121",$900 weekly,3,1,1,House
"10 Bay Street, 
RIPPLESIDE VIC 3215",$895 per week,5,2,1,House
"65 Marcia Avenue, 
RYE VIC 3941",$900 per Week,4,2,2,House
"87/63 Dorcas Street, 
SOUTH MELBOURNE VIC 3205",$900.00,3,2,2,Apartment / Unit / Flat
"31-35 Malcolm Street, 
SOUTH YARRA VIC 3141",Please contact us,2,1, ,Apartment / Unit / Flat
"1502/42-48 Claremont St, 
SOUTH YARRA VIC 3141",$900,2,1, ,Apartment / Unit / Flat
"26/2-4 Shipley Street, 
SOUTH YARRA VIC 3141",$900 per week,2,2,1,Townhouse
