Address,Prices,Bedroom,Bathroom,Parking,Type
"L10/864 Blackburn Road, 
CLAYTON VIC 3168",$600 per week,2,2, ,Apartment / Unit / Flat
"1/70 Edinburgh Street, 
CLAYTON VIC 3168",$600,3,1,1,Apartment / Unit / Flat
"G05/5-7 Dixon Street, 
CLAYTON VIC 3168",$595.00,3,2,1,Apartment / Unit / Flat
"2B2B/456 Haughton Rd, 
CLAYTON SOUTH VIC 3169",$600,2,2,1,Apartment / Unit / Flat
"11 Bevan Ave, 
CLAYTON SOUTH VIC 3169",$600,4,2,2,House
"401/18 Lomandra Drive, 
CLAYTON SOUTH VIC 3169",$600 per week,2,2,1,House
"115 Rosebank Avenue, 
CLAYTON SOUTH VIC 3169",$600.00,3,2,2,Townhouse
"2/687 Heatherton Road, 
CLAYTON SOUTH VIC 3169",$600,3,2,4,Townhouse
"1/4 Fairbank Road, 
CLAYTON SOUTH VIC 3169",$600 per week,3,1,2,Apartment / Unit / Flat
"102 Morison Road, 
CLYDE VIC 3978",$600,4,2,2,House
"33 Abundance Circuit, 
CLYDE VIC 3978",$600,4,2,2,House
"22 Vermillion Drive, 
CLYDE NORTH VIC 3978",$600,4,2,2,House
"26 Keighery Drive, 
CLYDE NORTH VIC 3978",$600 Per Week LEASED,4,2,2,House
"11 Swallowtail Avenue, 
CLYDE NORTH VIC 3978",$600.00 per week,4,2,2,House
"2/2 Loch Street, 
COBURG VIC 3058",$600pw / $2607pcm,2,2,1,Townhouse
"1505/1 Pentridge Boulevard, 
COBURG VIC 3058",$600,2,1,1,Apartment / Unit / Flat
"56 Livingstone St, 
COBURG NORTH VIC 3058",$600 weekly,3,2,2,House
"34 Claremont Street, 
COBURG NORTH VIC 3058",$600 PER WEEK,3,1,3,House
"2/61 Boundary Road, 
COBURG NORTH VIC 3058",$600 Per Week / $2608 Per Month,3,1,1,Apartment / Unit / Flat
"23/18 Stanley Street, 
COLLINGWOOD VIC 3066",$595 per week,2,1,1,Apartment / Unit / Flat
