Address,Prices,Bedroom,Bathroom,Parking,Type
"1/162 Gillies Street, 
FAIRFIELD VIC 3078","$330 pw / $1,434.00 pcm",1,1,1,Apartment / Unit / Flat
GLENROY VIC 3046,$330,2,1,1,Apartment / Unit / Flat
"4/23 Cavendish Drive, 
HEATHERTON VIC 3202",$330.00,2,1,1,Apartment / Unit / Flat
"1/6 Bruce Street, 
LAVERTON VIC 3028",$330.00,1,1,1,Apartment / Unit / Flat
"9/197 Church Street, 
MANIFOLD HEIGHTS VIC 3218",**APPLICATIONS CLOSED - UNDER OFFER**,1,1,1,Apartment / Unit / Flat
"1/3A Kinloch Road, 
MELTON VIC 3337",$330,2,1,1,House
"6 Exford Road, 
MELTON SOUTH VIC 3338",$330 per week,3,1,2,House
"1/35 Corrigan Road, 
NOBLE PARK VIC 3174",$ 330 PER WEEK,2,1,1,Apartment / Unit / Flat
"1/30 Wisteria Grove, 
NORLANE VIC 3214",$330 per week.,2,1,2,House
"109 Princes Highway, 
NORLANE VIC 3214",$330,3,1, ,House
"1 O'Connell Street, 
NORTH MELBOURNE VIC 3051",From $330 per week, ,1, ,Apartment / Unit / Flat
"219/3-11 High Street, 
NORTH MELBOURNE VIC 3051",$330 per week,1,1, ,Apartment / Unit / Flat
"1/30 Aberdeen Grove, 
NORTHCOTE VIC 3070",$330.00,1,1,1,Apartment / Unit / Flat
"3/18 Quick Street, 
PASCOE VALE VIC 3044",$330,2,1,1,Apartment / Unit / Flat
"4/9 Beach Close, 
POINT LONSDALE VIC 3225",APPLICATION APPROVED,1,1,1,Townhouse
"317/42 Porter St, 
PRAHRAN VIC 3181",$330,1,1, ,Apartment / Unit / Flat
"5/90 Roseberry Avenue, 
PRESTON VIC 3072",$1434 Per Month,1,1, ,Apartment / Unit / Flat
"2/5 Furzer Street, 
PRESTON VIC 3072",$330pw/$1434pcm,1,1,2,Apartment / Unit / Flat
"6/99 Barton Street, 
RESERVOIR VIC 3073",$330.00 per week,1,1,1,Apartment / Unit / Flat
"8/164 Leamington Street, 
RESERVOIR VIC 3073",$330 per week,1,1,1,Apartment / Unit / Flat
