Address,Prices,Bedroom,Bathroom,Parking,Type
"104/1399 Dandenong Road, 
MALVERN EAST VIC 3145",$550,2,2,1,Apartment / Unit / Flat
"18 Birdwood Street, 
MARIBYRNONG VIC 3032",$550 Per Week,3,1,2,House
"903B/2 Wests Road, 
MARIBYRNONG VIC 3032",$550 weekly,2,2,1,Apartment / Unit / Flat
"G06/605 St Kilda Road, 
MELBOURNE VIC 3004",$550 Per Week,1,1,1,Apartment / Unit / Flat
"3003/618 Lonsdale St, 
MELBOURNE VIC 3000",$550,2,2,1,Apartment / Unit / Flat
"801/299 King Street, 
MELBOURNE VIC 3000",550/week,1,1, ,Apartment / Unit / Flat
"14b/20 Commercial Road, 
MELBOURNE VIC 3004",$550/Week - Fully Furnished - All Bills Inclusive,1,1,1,House
"6309/568 Collins Street, 
MELBOURNE VIC 3000",$550,1,1, ,Apartment / Unit / Flat
"1903/462 Elizabeth St, 
MELBOURNE VIC 3000",$550,1,1, ,Apartment / Unit / Flat
"804/601 Little Collins Street, 
MELBOURNE VIC 3000",$550.00,1,1, ,Apartment / Unit / Flat
"204/141 La Trobe Street, 
MELBOURNE VIC 3000",$550 weekly,1,1, ,Apartment / Unit / Flat
"717/233 Collins Street, 
MELBOURNE VIC 3000",$550 PER WEEK,2,1, ,Apartment / Unit / Flat
"311/300 Swanston Street, 
MELBOURNE VIC 3000",$550 Per Week,2,1, ,Apartment / Unit / Flat
"513/112 Abeckett Street, 
MELBOURNE VIC 3000",$550 pw,2,1,1,Apartment / Unit / Flat
"419/422 Collins Street, 
MELBOURNE VIC 3000",$550pw / $2390pcm,2,1, ,Apartment / Unit / Flat
"2703/23 Mackenzie Street, 
MELBOURNE VIC 3000",$550 Fully Furnished,1,1, ,Apartment / Unit / Flat
"505/422 Collins Street, 
MELBOURNE VIC 3000",$550 per week,2,1, ,Apartment / Unit / Flat
"810/601 Little Lonsdale Street, 
MELBOURNE VIC 3000",$550.00,1,1,1,Apartment / Unit / Flat
"804/250 Elizabeth Street, 
MELBOURNE VIC 3000",$550.00 per week,1,1, ,Apartment / Unit / Flat
"706/547 Flinders Lane, 
MELBOURNE VIC 3000",$550 per week,2,1, ,Apartment / Unit / Flat
