Address,Prices,Bedroom,Bathroom,Parking,Type
"125/22 Kavanagh Street, 
SOUTHBANK VIC 3006",$620.00,2,1,1,Apartment / Unit / Flat
"83/183 City Road, 
SOUTHBANK VIC 3006",$620 per week,2,1,1,Apartment / Unit / Flat
"4005/105 Clarendon st, 
SOUTHBANK VIC 3006",$650 Weekly,2,1, ,Apartment / Unit / Flat
"2 Lewis Street, 
SPRINGVALE VIC 3171",$620.00,3,2,2,Townhouse
"107/13 Wellington Street, 
ST KILDA VIC 3182",$620 pw,2,2,1,Apartment / Unit / Flat
"3/28 Roland Avenue, 
STRATHMORE VIC 3041",$620 per week,2,2,1,Townhouse
"11 Band Street, 
SUNBURY VIC 3429",UNDER APPLICATION,6,3,4,House
"1205/33-43 Batman Street, 
WEST MELBOURNE VIC 3003",$620 per week,2,1,1,Apartment / Unit / Flat
"1/20 Pascoe Street, 
WESTMEADOWS VIC 3049","$620.00 PW / $2,694.00 PCM",4,3,4,Townhouse
"5 Wheeler court, 
WHEELERS HILL VIC 3150",$620 per week,4,2,4,House
"14 Wimmera Crescent, 
WOLLERT VIC 3750",$620.00 per week,4,2,2,House
"27a Regal Avenue, 
HALLAM VIC 3803",2694PCM,4,2,2,Apartment / Unit / Flat
"306 & 307/254 Hampshire Road, 
SUNSHINE VIC 3020",$2700/month,2,2,1,Apartment / Unit / Flat
"7 Langs Road, 
ASCOT VALE VIC 3032",$650 per week,3,2,1,Townhouse
"901/6 Leicester Street, 
CARLTON VIC 3053",$650,2,1,1,Apartment / Unit / Flat
"1908/868 Blackburn Road, 
CLAYTON VIC 3168",$650 PER WEEK,2,2,1,Apartment / Unit / Flat
"202/27 Russell Street, 
ESSENDON VIC 3040",$650,2,2,1,Apartment / Unit / Flat
"16A Aitkenside Avenue, 
HIGHTON VIC 3216",$650,3,2,2,Townhouse
"16B Aitkenside Avenue, 
HIGHTON VIC 3216",$650,3,2,2,Townhouse
"1413/199 William Street, 
MELBOURNE VIC 3000",$650,2,1, ,Apartment / Unit / Flat
